MPID,weekStartDate,shares
LMNX,2024-09-16,147814
STFX,2024-09-16,7425
IEOS,2024-09-16,1649
UBSA,2024-09-23,36010782
INCR,2024-09-23,32840643
SGMT,2024-09-23,31954098
JPMX,2024-09-23,20287710
MSPL,2024-09-23,19731400
MLIX,2024-09-23,16370020
EBXL,2024-09-23,13635285
LATS,2024-09-23,10838164
BIDS,2024-09-23,7861305
KCGM,2024-09-23,7701787
MSTX,2024-09-23,7164500
XSTM,2024-09-23,5609693
ITGP,2024-09-23,3772402
PURE,2024-09-23,3733466
JPBX,2024-09-23,3726309
IATS,2024-09-23,3661321
MSRP,2024-09-23,3383669
LQNA,2024-09-23,2669200
ICBX,2024-09-23,2334361
BLKX,2024-09-23,2199790
ONEC,2024-09-23,2010081
CGXS,2024-09-23,1577751
BNPX,2024-09-23,1335515
CODA,2024-09-23,560306
BLUE,2024-09-23,510577
LQNT,2024-09-23,340900
LMNX,2024-09-23,147814
STFX,2024-09-23,7425
IEOS,2024-09-23,1649
UBSA,2024-09-30,36010782
INCR,2024-09-30,32840643
SGMT,2024-09-30,31954098
JPMX,2024-09-30,20287710
MSPL,2024-09-30,19731400
MLIX,2024-09-30,16370020
EBXL,2024-09-30,13635285
LATS,2024-09-30,10838164
BIDS,2024-09-30,7861305
KCGM,2024-09-30,7701787
MSTX,2024-09-30,7164500
XSTM,2024-09-30,5609693
ITGP,2024-09-30,3772402
PURE,2024-09-30,3733466
JPBX,2024-09-30,3726309
IATS,2024-09-30,3661321
MSRP,2024-09-30,3383669
LQNA,2024-09-30,2669200
ICBX,2024-09-30,2334361
BLKX,2024-09-30,2199790
ONEC,2024-09-30,2010081
CGXS,2024-09-30,1577751
BNPX,2024-09-30,1335515
CODA,2024-09-30,560306
BLUE,2024-09-30,510577
LQNT,2024-09-30,340900
LMNX,2024-09-30,147814
STFX,2024-09-30,7425
IEOS,2024-09-30,1649
UBSA,2024-10-07,36010782
INCR,2024-10-07,32840643
SGMT,2024-10-07,31954098
JPMX,2024-10-07,20287710
MSPL,2024-10-07,19731400
MLIX,2024-10-07,16370020
EBXL,2024-10-07,13635285
LATS,2024-10-07,10838164
BIDS,2024-10-07,7861305
KCGM,2024-10-07,7701787
MSTX,2024-10-07,7164500
XSTM,2024-10-07,5609693
ITGP,2024-10-07,3772402
PURE,2024-10-07,3733466
JPBX,2024-10-07,3726309
IATS,2024-10-07,3661321
MSRP,2024-10-07,3383669
LQNA,2024-10-07,2669200
ICBX,2024-10-07,2334361
BLKX,2024-10-07,2199790
ONEC,2024-10-07,2010081
CGXS,2024-10-07,1577751
BNPX,2024-10-07,1335515
CODA,2024-10-07,560306
BLUE,2024-10-07,510577
LQNT,2024-10-07,340900
LMNX,2024-10-07,147814
STFX,2024-10-07,7425
IEOS,2024-10-07,1649
UBSA,2024-10-14,36010782
INCR,2024-10-14,32840643
SGMT,2024-10-14,31954098
JPMX,2024-10-14,20287710
MSPL,2024-10-14,19731400
MLIX,2024-10-14,16370020
EBXL,2024-10-14,13635285
LATS,2024-10-14,10838164
BIDS,2024-10-14,7861305
KCGM,2024-10-14,7701787
MSTX,2024-10-14,7164500
XSTM,2024-10-14,5609693
ITGP,2024-10-14,3772402
PURE,2024-10-14,3733466
JPBX,2024-10-14,3726309
IATS,2024-10-14,3661321
MSRP,2024-10-14,3383669
LQNA,2024-10-14,2669200
ICBX,2024-10-14,2334361
BLKX,2024-10-14,2199790
ONEC,2024-10-14,2010081
CGXS,2024-10-14,1577751
BNPX,2024-10-14,1335515
CODA,2024-10-14,560306
BLUE,2024-10-14,510577
LQNT,2024-10-14,340900
LMNX,2024-10-14,147814
STFX,2024-10-14,7425
IEOS,2024-10-14,1649
UBSA,2024-10-21,36010782
INCR,2024-10-21,32840643
SGMT,2024-10-21,31954098
JPMX,2024-10-21,20287710
MSPL,2024-10-21,19731400
MLIX,2024-10-21,16370020
EBXL,2024-10-21,13635285
LATS,2024-10-21,10838164
BIDS,2024-10-21,7861305
KCGM,2024-10-21,7701787
MSTX,2024-10-21,7164500
XSTM,2024-10-21,5609693
ITGP,2024-10-21,3772402
PURE,2024-10-21,3733466
JPBX,2024-10-21,3726309
IATS,2024-10-21,3661321
MSRP,2024-10-21,3383669
LQNA,2024-10-21,2669200
ICBX,2024-10-21,2334361
BLKX,2024-10-21,2199790
ONEC,2024-10-21,2010081
CGXS,2024-10-21,1577751
BNPX,2024-10-21,1335515
CODA,2024-10-21,560306
BLUE,2024-10-21,510577
LQNT,2024-10-21,340900
LMNX,2024-10-21,147814
STFX,2024-10-21,7425
IEOS,2024-10-21,1649
UBSA,2024-10-28,36010782
INCR,2024-10-28,32840643
SGMT,2024-10-28,31954098
JPMX,2024-10-28,20287710
MSPL,2024-10-28,19731400
MLIX,2024-10-28,16370020
EBXL,2024-10-28,13635285
LATS,2024-10-28,10838164
BIDS,2024-10-28,7861305
KCGM,2024-10-28,7701787
MSTX,2024-10-28,7164500
XSTM,2024-10-28,5609693
ITGP,2024-10-28,3772402
PURE,2024-10-28,3733466
JPBX,2024-10-28,3726309
IATS,2024-10-28,3661321
MSRP,2024-10-28,3383669
LQNA,2024-10-28,2669200
ICBX,2024-10-28,2334361
BLKX,2024-10-28,2199790
ONEC,2024-10-28,2010081
CGXS,2024-10-28,1577751
BNPX,2024-10-28,1335515
CODA,2024-10-28,560306
BLUE,2024-10-28,510577
LQNT,2024-10-28,340900
LMNX,2024-10-28,147814
STFX,2024-10-28,7425
IEOS,2024-10-28,1649
UBSA,2024-11-04,36010782
INCR,2024-11-04,32840643
SGMT,2024-11-04,31954098
JPMX,2024-11-04,20287710
MSPL,2024-11-04,19731400
MLIX,2024-11-04,16370020
EBXL,2024-11-04,13635285
LATS,2024-11-04,10838164
BIDS,2024-11-04,7861305
KCGM,2024-11-04,7701787
MSTX,2024-11-04,7164500
XSTM,2024-11-04,5609693
ITGP,2024-11-04,3772402
PURE,2024-11-04,3733466
JPBX,2024-11-04,3726309
IATS,2024-11-04,3661321
MSRP,2024-11-04,3383669
LQNA,2024-11-04,2669200
ICBX,2024-11-04,2334361
BLKX,2024-11-04,2199790
ONEC,2024-11-04,2010081
CGXS,2024-11-04,1577751
BNPX,2024-11-04,1335515
CODA,2024-11-04,560306
BLUE,2024-11-04,510577
LQNT,2024-11-04,340900
LMNX,2024-11-04,147814
STFX,2024-11-04,7425
IEOS,2024-11-04,1649
UBSA,2024-11-11,36010782
INCR,2024-11-11,32840643
SGMT,2024-11-11,31954098
JPMX,2024-11-11,20287710
MSPL,2024-11-11,19731400
MLIX,2024-11-11,16370020
EBXL,2024-11-11,13635285
LATS,2024-11-11,10838164
BIDS,2024-11-11,7861305
KCGM,2024-11-11,7701787
MSTX,2024-11-11,7164500
XSTM,2024-11-11,5609693
ITGP,2024-11-11,3772402
PURE,2024-11-11,3733466
JPBX,2024-11-11,3726309
IATS,2024-11-11,3661321
MSRP,2024-11-11,3383669
LQNA,2024-11-11,2669200
ICBX,2024-11-11,2334361
BLKX,2024-11-11,2199790
ONEC,2024-11-11,2010081
CGXS,2024-11-11,1577751
BNPX,2024-11-11,1335515
CODA,2024-11-11,560306
BLUE,2024-11-11,510577
LQNT,2024-11-11,340900
LMNX,2024-11-11,147814
STFX,2024-11-11,7425
IEOS,2024-11-11,1649
UBSA,2024-11-18,36010782
INCR,2024-11-18,32840643
SGMT,2024-11-18,31954098
JPMX,2024-11-18,20287710
MSPL,2024-11-18,19731400
MLIX,2024-11-18,16370020
EBXL,2024-11-18,13635285
LATS,2024-11-18,10838164
BIDS,2024-11-18,7861305
KCGM,2024-11-18,7701787
MSTX,2024-11-18,7164500
XSTM,2024-11-18,5609693
ITGP,2024-11-18,3772402
PURE,2024-11-18,3733466
JPBX,2024-11-18,3726309
IATS,2024-11-18,3661321
MSRP,2024-11-18,3383669
LQNA,2024-11-18,2669200
ICBX,2024-11-18,2334361
BLKX,2024-11-18,2199790
ONEC,2024-11-18,2010081
CGXS,2024-11-18,1577751
BNPX,2024-11-18,1335515
CODA,2024-11-18,560306
BLUE,2024-11-18,510577
LQNT,2024-11-18,340900
LMNX,2024-11-18,147814
STFX,2024-11-18,7425
IEOS,2024-11-18,1649
UBSA,2024-11-25,36010782
INCR,2024-11-25,32840643
SGMT,2024-11-25,31954098
JPMX,2024-11-25,20287710
MSPL,2024-11-25,19731400
MLIX,2024-11-25,16370020
EBXL,2024-11-25,13635285
LATS,2024-11-25,10838164
BIDS,2024-11-25,7861305
KCGM,2024-11-25,7701787
MSTX,2024-11-25,7164500
XSTM,2024-11-25,5609693
ITGP,2024-11-25,3772402
PURE,2024-11-25,3733466
JPBX,2024-11-25,3726309
IATS,2024-11-25,3661321
MSRP,2024-11-25,3383669
LQNA,2024-11-25,2669200
ICBX,2024-11-25,2334361
BLKX,2024-11-25,2199790
ONEC,2024-11-25,2010081
CGXS,2024-11-25,1577751
BNPX,2024-11-25,1335515
CODA,2024-11-25,560306
BLUE,2024-11-25,510577
LQNT,2024-11-25,340900
LMNX,2024-11-25,147814
STFX,2024-11-25,7425
IEOS,2024-11-25,1649
UBSA,2024-12-02,36010782
INCR,2024-12-02,32840643
SGMT,2024-12-02,31954098
JPMX,2024-12-02,20287710
MSPL,2024-12-02,19731400
MLIX,2024-12-02,16370020
EBXL,2024-12-02,13635285
LATS,2024-12-02,10838164
BIDS,2024-12-02,7861305
KCGM,2024-12-02,7701787
MSTX,2024-12-02,7164500
XSTM,2024-12-02,5609693
ITGP,2024-12-02,3772402
PURE,2024-12-02,3733466
JPBX,2024-12-02,3726309
IATS,2024-12-02,3661321
MSRP,2024-12-02,3383669
LQNA,2024-12-02,2669200
ICBX,2024-12-02,2334361
BLKX,2024-12-02,2199790
ONEC,2024-12-02,2010081
CGXS,2024-12-02,1577751
BNPX,2024-12-02,1335515
CODA,2024-12-02,560306
BLUE,2024-12-02,510577
LQNT,2024-12-02,340900
LMNX,2024-12-02,147814
STFX,2024-12-02,7425
IEOS,2024-12-02,1649
UBSA,2024-12-09,36010782
INCR,2024-12-09,32840643
SGMT,2024-12-09,31954098
JPMX,2024-12-09,20287710
MSPL,2024-12-09,19731400
MLIX,2024-12-09,16370020
EBXL,2024-12-09,13635285
LATS,2024-12-09,10838164
BIDS,2024-12-09,7861305
KCGM,2024-12-09,7701787
MSTX,2024-12-09,7164500
XSTM,2024-12-09,5609693
ITGP,2024-12-09,3772402
PURE,2024-12-09,3733466
JPBX,2024-12-09,3726309
IATS,2024-12-09,3661321
MSRP,2024-12-09,3383669
LQNA,2024-12-09,2669200
ICBX,2024-12-09,2334361
BLKX,2024-12-09,2199790
ONEC,2024-12-09,2010081
CGXS,2024-12-09,1577751
BNPX,2024-12-09,1335515
CODA,2024-12-09,560306
BLUE,2024-12-09,510577
LQNT,2024-12-09,340900
LMNX,2024-12-09,147814
STFX,2024-12-09,7425
IEOS,2024-12-09,1649
UBSA,2024-12-16,36010782
INCR,2024-12-16,32840643
SGMT,2024-12-16,31954098
JPMX,2024-12-16,20287710
MSPL,2024-12-16,19731400
MLIX,2024-12-16,16370020
EBXL,2024-12-16,13635285
LATS,2024-12-16,10838164
BIDS,2024-12-16,7861305
KCGM,2024-12-16,7701787
MSTX,2024-12-16,7164500
XSTM,2024-12-16,5609693
ITGP,2024-12-16,3772402
PURE,2024-12-16,3733466
JPBX,2024-12-16,3726309
IATS,2024-12-16,3661321
MSRP,2024-12-16,3383669
LQNA,2024-12-16,2669200
ICBX,2024-12-16,2334361
BLKX,2024-12-16,2199790
ONEC,2024-12-16,2010081
CGXS,2024-12-16,1577751
BNPX,2024-12-16,1335515
CODA,2024-12-16,560306
BLUE,2024-12-16,510577
LQNT,2024-12-16,340900
LMNX,2024-12-16,147814
STFX,2024-12-16,7425
IEOS,2024-12-16,1649
UBSA,2024-12-23,36010782
INCR,2024-12-23,32840643
SGMT,2024-12-23,31954098
JPMX,2024-12-23,20287710
MSPL,2024-12-23,19731400
MLIX,2024-12-23,16370020
EBXL,2024-12-23,13635285
LATS,2024-12-23,10838164
BIDS,2024-12-23,7861305
KCGM,2024-12-23,7701787
MSTX,2024-12-23,7164500
XSTM,2024-12-23,5609693
ITGP,2024-12-23,3772402
PURE,2024-12-23,3733466
JPBX,2024-12-23,3726309
IATS,2024-12-23,3661321
MSRP,2024-12-23,3383669
LQNA,2024-12-23,2669200
ICBX,2024-12-23,2334361
BLKX,2024-12-23,2199790
ONEC,2024-12-23,2010081
CGXS,2024-12-23,1577751
BNPX,2024-12-23,1335515
CODA,2024-12-23,560306
BLUE,2024-12-23,510577
LQNT,2024-12-23,340900
LMNX,2024-12-23,147814
STFX,2024-12-23,7425
IEOS,2024-12-23,1649
UBSA,2024-12-30,36010782
INCR,2024-12-30,32840643
SGMT,2024-12-30,31954098
JPMX,2024-12-30,20287710
MSPL,2024-12-30,19731400
MLIX,2024-12-30,16370020
EBXL,2024-12-30,13635285
LATS,2024-12-30,10838164
BIDS,2024-12-30,7861305
KCGM,2024-12-30,7701787
MSTX,2024-12-30,7164500
XSTM,2024-12-30,5609693
ITGP,2024-12-30,3772402
PURE,2024-12-30,3733466
JPBX,2024-12-30,3726309
IATS,2024-12-30,3661321
MSRP,2024-12-30,3383669
LQNA,2024-12-30,2669200
ICBX,2024-12-30,2334361
BLKX,2024-12-30,2199790
ONEC,2024-12-30,2010081
CGXS,2024-12-30,1577751
BNPX,2024-12-30,1335515
CODA,2024-12-30,560306
BLUE,2024-12-30,510577
LQNT,2024-12-30,340900
LMNX,2024-12-30,147814
STFX,2024-12-30,7425
IEOS,2024-12-30,1649
UBSA,2025-01-06,36010782
INCR,2025-01-06,32840643
SGMT,2025-01-06,31954098
JPMX,2025-01-06,20287710
MSPL,2025-01-06,19731400
MLIX,2025-01-06,16370020
EBXL,2025-01-06,13635285
LATS,2025-01-06,10838164
BIDS,2025-01-06,7861305
KCGM,2025-01-06,7701787
MSTX,2025-01-06,7164500
XSTM,2025-01-06,5609693
ITGP,2025-01-06,3772402
PURE,2025-01-06,3733466
JPBX,2025-01-06,3726309
IATS,2025-01-06,3661321
MSRP,2025-01-06,3383669
LQNA,2025-01-06,2669200
ICBX,2025-01-06,2334361
BLKX,2025-01-06,2199790
ONEC,2025-01-06,2010081
CGXS,2025-01-06,1577751
BNPX,2025-01-06,1335515
CODA,2025-01-06,560306
BLUE,2025-01-06,510577
LQNT,2025-01-06,340900
LMNX,2025-01-06,147814
STFX,2025-01-06,7425
IEOS,2025-01-06,1649
UBSA,2025-01-13,36010782
INCR,2025-01-13,32840643
SGMT,2025-01-13,31954098
JPMX,2025-01-13,20287710
MSPL,2025-01-13,19731400
MLIX,2025-01-13,16370020
EBXL,2025-01-13,13635285
LATS,2025-01-13,10838164
BIDS,2025-01-13,7861305
KCGM,2025-01-13,7701787
MSTX,2025-01-13,7164500
XSTM,2025-01-13,5609693
ITGP,2025-01-13,3772402
PURE,2025-01-13,3733466
JPBX,2025-01-13,3726309
IATS,2025-01-13,3661321
MSRP,2025-01-13,3383669
LQNA,2025-01-13,2669200
ICBX,2025-01-13,2334361
BLKX,2025-01-13,2199790
ONEC,2025-01-13,2010081
CGXS,2025-01-13,1577751
BNPX,2025-01-13,1335515
CODA,2025-01-13,560306
BLUE,2025-01-13,510577
LQNT,2025-01-13,340900
LMNX,2025-01-13,147814
STFX,2025-01-13,7425
IEOS,2025-01-13,1649
UBSA,2025-01-20,36010782
INCR,2025-01-20,32840643
SGMT,2025-01-20,31954098
JPMX,2025-01-20,20287710
MSPL,2025-01-20,19731400
MLIX,2025-01-20,16370020
EBXL,2025-01-20,13635285
LATS,2025-01-20,10838164
BIDS,2025-01-20,7861305
KCGM,2025-01-20,7701787
MSTX,2025-01-20,7164500
XSTM,2025-01-20,5609693
ITGP,2025-01-20,3772402
PURE,2025-01-20,3733466
JPBX,2025-01-20,3726309
IATS,2025-01-20,3661321
MSRP,2025-01-20,3383669
LQNA,2025-01-20,2669200
ICBX,2025-01-20,2334361
BLKX,2025-01-20,2199790
ONEC,2025-01-20,2010081
CGXS,2025-01-20,1577751
BNPX,2025-01-20,1335515
CODA,2025-01-20,560306
BLUE,2025-01-20,510577
LQNT,2025-01-20,340900
LMNX,2025-01-20,147814
STFX,2025-01-20,7425
IEOS,2025-01-20,1649
UBSA,2025-01-27,36010782
INCR,2025-01-27,32840643
SGMT,2025-01-27,31954098
JPMX,2025-01-27,20287710
MSPL,2025-01-27,19731400
MLIX,2025-01-27,16370020
EBXL,2025-01-27,13635285
LATS,2025-01-27,10838164
BIDS,2025-01-27,7861305
KCGM,2025-01-27,7701787
MSTX,2025-01-27,7164500
XSTM,2025-01-27,5609693
ITGP,2025-01-27,3772402
PURE,2025-01-27,3733466
JPBX,2025-01-27,3726309
IATS,2025-01-27,3661321
MSRP,2025-01-27,3383669
LQNA,2025-01-27,2669200
ICBX,2025-01-27,2334361
BLKX,2025-01-27,2199790
ONEC,2025-01-27,2010081
CGXS,2025-01-27,1577751
BNPX,2025-01-27,1335515
CODA,2025-01-27,560306
BLUE,2025-01-27,510577
LQNT,2025-01-27,340900
LMNX,2025-01-27,147814
STFX,2025-01-27,7425
IEOS,2025-01-27,1649
UBSA,2025-02-03,36010782
INCR,2025-02-03,32840643
SGMT,2025-02-03,31954098
JPMX,2025-02-03,20287710
MSPL,2025-02-03,19731400
MLIX,2025-02-03,16370020
EBXL,2025-02-03,13635285
LATS,2025-02-03,10838164
BIDS,2025-02-03,7861305
KCGM,2025-02-03,7701787
MSTX,2025-02-03,7164500
XSTM,2025-02-03,5609693
ITGP,2025-02-03,3772402
PURE,2025-02-03,3733466
JPBX,2025-02-03,3726309
IATS,2025-02-03,3661321
MSRP,2025-02-03,3383669
LQNA,2025-02-03,2669200
ICBX,2025-02-03,2334361
BLKX,2025-02-03,2199790
ONEC,2025-02-03,2010081
CGXS,2025-02-03,1577751
BNPX,2025-02-03,1335515
CODA,2025-02-03,560306
BLUE,2025-02-03,510577
LQNT,2025-02-03,340900
LMNX,2025-02-03,147814
STFX,2025-02-03,7425
IEOS,2025-02-03,1649
UBSA,2025-02-10,36010782
INCR,2025-02-10,32840643
SGMT,2025-02-10,31954098
JPMX,2025-02-10,20287710
MSPL,2025-02-10,19731400
MLIX,2025-02-10,16370020
EBXL,2025-02-10,13635285
LATS,2025-02-10,10838164
BIDS,2025-02-10,7861305
KCGM,2025-02-10,7701787
MSTX,2025-02-10,7164500
XSTM,2025-02-10,5609693
ITGP,2025-02-10,3772402
PURE,2025-02-10,3733466
JPBX,2025-02-10,3726309
IATS,2025-02-10,3661321
MSRP,2025-02-10,3383669
LQNA,2025-02-10,2669200
ICBX,2025-02-10,2334361
BLKX,2025-02-10,2199790
ONEC,2025-02-10,2010081
CGXS,2025-02-10,1577751
BNPX,2025-02-10,1335515
CODA,2025-02-10,560306
BLUE,2025-02-10,510577
LQNT,2025-02-10,340900
LMNX,2025-02-10,147814
STFX,2025-02-10,7425
IEOS,2025-02-10,1649
UBSA,2025-02-17,36010782
INCR,2025-02-17,32840643
SGMT,2025-02-17,31954098
JPMX,2025-02-17,20287710
MSPL,2025-02-17,19731400
MLIX,2025-02-17,16370020
EBXL,2025-02-17,13635285
LATS,2025-02-17,10838164
BIDS,2025-02-17,7861305
KCGM,2025-02-17,7701787
MSTX,2025-02-17,7164500
XSTM,2025-02-17,5609693
ITGP,2025-02-17,3772402
PURE,2025-02-17,3733466
JPBX,2025-02-17,3726309
IATS,2025-02-17,3661321
MSRP,2025-02-17,3383669
LQNA,2025-02-17,2669200
ICBX,2025-02-17,2334361
BLKX,2025-02-17,2199790
ONEC,2025-02-17,2010081
CGXS,2025-02-17,1577751
BNPX,2025-02-17,1335515
CODA,2025-02-17,560306
BLUE,2025-02-17,510577
LQNT,2025-02-17,340900
LMNX,2025-02-17,147814
STFX,2025-02-17,7425
IEOS,2025-02-17,1649
UBSA,2025-02-24,36010782
INCR,2025-02-24,32840643
SGMT,2025-02-24,31954098
JPMX,2025-02-24,20287710
MSPL,2025-02-24,19731400
MLIX,2025-02-24,16370020
EBXL,2025-02-24,13635285
LATS,2025-02-24,10838164
BIDS,2025-02-24,7861305
KCGM,2025-02-24,7701787
MSTX,2025-02-24,7164500
XSTM,2025-02-24,5609693
ITGP,2025-02-24,3772402
PURE,2025-02-24,3733466
JPBX,2025-02-24,3726309
IATS,2025-02-24,3661321
MSRP,2025-02-24,3383669
LQNA,2025-02-24,2669200
ICBX,2025-02-24,2334361
BLKX,2025-02-24,2199790
ONEC,2025-02-24,2010081
CGXS,2025-02-24,1577751
BNPX,2025-02-24,1335515
CODA,2025-02-24,560306
BLUE,2025-02-24,510577
LQNT,2025-02-24,340900
LMNX,2025-02-24,147814
STFX,2025-02-24,7425
IEOS,2025-02-24,1649
UBSA,2025-03-03,36010782
INCR,2025-03-03,32840643
SGMT,2025-03-03,31954098
JPMX,2025-03-03,20287710
MSPL,2025-03-03,19731400
MLIX,2025-03-03,16370020
EBXL,2025-03-03,13635285
LATS,2025-03-03,10838164
BIDS,2025-03-03,7861305
KCGM,2025-03-03,7701787
MSTX,2025-03-03,7164500
XSTM,2025-03-03,5609693
ITGP,2025-03-03,3772402
PURE,2025-03-03,3733466
JPBX,2025-03-03,3726309
IATS,2025-03-03,3661321
MSRP,2025-03-03,3383669
LQNA,2025-03-03,2669200
ICBX,2025-03-03,2334361
BLKX,2025-03-03,2199790
ONEC,2025-03-03,2010081
CGXS,2025-03-03,1577751
BNPX,2025-03-03,1335515
CODA,2025-03-03,560306
BLUE,2025-03-03,510577
LQNT,2025-03-03,340900
LMNX,2025-03-03,147814
STFX,2025-03-03,7425
IEOS,2025-03-03,1649
UBSA,2025-03-10,36010782
INCR,2025-03-10,32840643
SGMT,2025-03-10,31954098
JPMX,2025-03-10,20287710
MSPL,2025-03-10,19731400
MLIX,2025-03-10,16370020
EBXL,2025-03-10,13635285
LATS,2025-03-10,10838164
BIDS,2025-03-10,7861305
KCGM,2025-03-10,7701787
MSTX,2025-03-10,7164500
XSTM,2025-03-10,5609693
ITGP,2025-03-10,3772402
PURE,2025-03-10,3733466
JPBX,2025-03-10,3726309
IATS,2025-03-10,3661321
MSRP,2025-03-10,3383669
LQNA,2025-03-10,2669200
ICBX,2025-03-10,2334361
BLKX,2025-03-10,2199790
ONEC,2025-03-10,2010081
CGXS,2025-03-10,1577751
BNPX,2025-03-10,1335515
CODA,2025-03-10,560306
BLUE,2025-03-10,510577
LQNT,2025-03-10,340900
LMNX,2025-03-10,147814
STFX,2025-03-10,7425
IEOS,2025-03-10,1649
UBSA,2025-03-17,36010782
INCR,2025-03-17,32840643
SGMT,2025-03-17,31954098
JPMX,2025-03-17,20287710
MSPL,2025-03-17,19731400
MLIX,2025-03-17,16370020
EBXL,2025-03-17,13635285
LATS,2025-03-17,10838164
BIDS,2025-03-17,7861305
KCGM,2025-03-17,7701787
MSTX,2025-03-17,7164500
XSTM,2025-03-17,5609693
ITGP,2025-03-17,3772402
PURE,2025-03-17,3733466
JPBX,2025-03-17,3726309
IATS,2025-03-17,3661321
MSRP,2025-03-17,3383669
LQNA,2025-03-17,2669200
ICBX,2025-03-17,2334361
BLKX,2025-03-17,2199790
ONEC,2025-03-17,2010081
CGXS,2025-03-17,1577751
BNPX,2025-03-17,1335515
CODA,2025-03-17,560306
BLUE,2025-03-17,510577
LQNT,2025-03-17,340900
LMNX,2025-03-17,147814
STFX,2025-03-17,7425
IEOS,2025-03-17,1649
UBSA,2025-03-24,36010782
INCR,2025-03-24,32840643
SGMT,2025-03-24,31954098
JPMX,2025-03-24,20287710
MSPL,2025-03-24,19731400
MLIX,2025-03-24,16370020
EBXL,2025-03-24,13635285
LATS,2025-03-24,10838164
BIDS,2025-03-24,7861305
KCGM,2025-03-24,7701787
MSTX,2025-03-24,7164500
XSTM,2025-03-24,5609693
ITGP,2025-03-24,3772402
PURE,2025-03-24,3733466
JPBX,2025-03-24,3726309
IATS,2025-03-24,3661321
MSRP,2025-03-24,3383669
LQNA,2025-03-24,2669200
ICBX,2025-03-24,2334361
BLKX,2025-03-24,2199790
ONEC,2025-03-24,2010081
CGXS,2025-03-24,1577751
BNPX,2025-03-24,1335515
CODA,2025-03-24,560306
BLUE,2025-03-24,510577
LQNT,2025-03-24,340900
LMNX,2025-03-24,147814
STFX,2025-03-24,7425
IEOS,2025-03-24,1649
UBSA,2025-03-31,36010782
INCR,2025-03-31,32840643
SGMT,2025-03-31,31954098
JPMX,2025-03-31,20287710
MSPL,2025-03-31,19731400
MLIX,2025-03-31,16370020
EBXL,2025-03-31,13635285
LATS,2025-03-31,10838164
BIDS,2025-03-31,7861305
KCGM,2025-03-31,7701787
MSTX,2025-03-31,7164500
XSTM,2025-03-31,5609693
ITGP,2025-03-31,3772402
PURE,2025-03-31,3733466
JPBX,2025-03-31,3726309
IATS,2025-03-31,3661321
MSRP,2025-03-31,3383669
LQNA,2025-03-31,2669200
ICBX,2025-03-31,2334361
BLKX,2025-03-31,2199790
ONEC,2025-03-31,2010081
CGXS,2025-03-31,1577751
BNPX,2025-03-31,1335515
CODA,2025-03-31,560306
BLUE,2025-03-31,510577
LQNT,2025-03-31,340900
LMNX,2025-03-31,147814
STFX,2025-03-31,7425
IEOS,2025-03-31,1649
UBSA,2025-04-07,36010782
INCR,2025-04-07,32840643
SGMT,2025-04-07,31954098
JPMX,2025-04-07,20287710
MSPL,2025-04-07,19731400
MLIX,2025-04-07,16370020
EBXL,2025-04-07,13635285
LATS,2025-04-07,10838164
BIDS,2025-04-07,7861305
KCGM,2025-04-07,7701787
MSTX,2025-04-07,7164500
XSTM,2025-04-07,5609693
ITGP,2025-04-07,3772402
PURE,2025-04-07,3733466
JPBX,2025-04-07,3726309
IATS,2025-04-07,3661321
MSRP,2025-04-07,3383669
LQNA,2025-04-07,2669200
ICBX,2025-04-07,2334361
BLKX,2025-04-07,2199790
ONEC,2025-04-07,2010081
CGXS,2025-04-07,1577751
BNPX,2025-04-07,1335515
CODA,2025-04-07,560306
BLUE,2025-04-07,510577
LQNT,2025-04-07,340900
LMNX,2025-04-07,147814
STFX,2025-04-07,7425
IEOS,2025-04-07,1649
UBSA,2025-04-14,36010782
INCR,2025-04-14,32840643
SGMT,2025-04-14,31954098
JPMX,2025-04-14,20287710
MSPL,2025-04-14,19731400
MLIX,2025-04-14,16370020
EBXL,2025-04-14,13635285
LATS,2025-04-14,10838164
BIDS,2025-04-14,7861305
KCGM,2025-04-14,7701787
MSTX,2025-04-14,7164500
XSTM,2025-04-14,5609693
ITGP,2025-04-14,3772402
PURE,2025-04-14,3733466
JPBX,2025-04-14,3726309
IATS,2025-04-14,3661321
MSRP,2025-04-14,3383669
LQNA,2025-04-14,2669200
ICBX,2025-04-14,2334361
BLKX,2025-04-14,2199790
ONEC,2025-04-14,2010081
CGXS,2025-04-14,1577751
BNPX,2025-04-14,1335515
CODA,2025-04-14,560306
BLUE,2025-04-14,510577
LQNT,2025-04-14,340900
LMNX,2025-04-14,147814
STFX,2025-04-14,7425
IEOS,2025-04-14,1649
UBSA,2025-04-21,36010782
INCR,2025-04-21,32840643
SGMT,2025-04-21,31954098
JPMX,2025-04-21,20287710
MSPL,2025-04-21,19731400
MLIX,2025-04-21,16370020
EBXL,2025-04-21,13635285
LATS,2025-04-21,10838164
BIDS,2025-04-21,7861305
KCGM,2025-04-21,7701787
MSTX,2025-04-21,7164500
XSTM,2025-04-21,5609693
ITGP,2025-04-21,3772402
PURE,2025-04-21,3733466
JPBX,2025-04-21,3726309
IATS,2025-04-21,3661321
MSRP,2025-04-21,3383669
LQNA,2025-04-21,2669200
ICBX,2025-04-21,2334361
BLKX,2025-04-21,2199790
ONEC,2025-04-21,2010081
CGXS,2025-04-21,1577751
BNPX,2025-04-21,1335515
CODA,2025-04-21,560306
