MPID,weekStartDate,shares
STFX,2020-12-14,7425
IEOS,2020-12-14,1649
UBSA,2020-12-21,36010782
INCR,2020-12-21,32840643
SGMT,2020-12-21,31954098
JPMX,2020-12-21,20287710
MSPL,2020-12-21,19731400
MLIX,2020-12-21,16370020
EBXL,2020-12-21,13635285
LATS,2020-12-21,10838164
BIDS,2020-12-21,7861305
KCGM,2020-12-21,7701787
MSTX,2020-12-21,7164500
XSTM,2020-12-21,5609693
ITGP,2020-12-21,3772402
PURE,2020-12-21,3733466
JPBX,2020-12-21,3726309
IATS,2020-12-21,3661321
MSRP,2020-12-21,3383669
LQNA,2020-12-21,2669200
ICBX,2020-12-21,2334361
BLKX,2020-12-21,2199790
ONEC,2020-12-21,2010081
CGXS,2020-12-21,1577751
BNPX,2020-12-21,1335515
CODA,2020-12-21,560306
BLUE,2020-12-21,510577
LQNT,2020-12-21,340900
LMNX,2020-12-21,147814
STFX,2020-12-21,7425
IEOS,2020-12-21,1649
UBSA,2020-12-28,36010782
INCR,2020-12-28,32840643
SGMT,2020-12-28,31954098
JPMX,2020-12-28,20287710
MSPL,2020-12-28,19731400
MLIX,2020-12-28,16370020
EBXL,2020-12-28,13635285
LATS,2020-12-28,10838164
BIDS,2020-12-28,7861305
KCGM,2020-12-28,7701787
MSTX,2020-12-28,7164500
XSTM,2020-12-28,5609693
ITGP,2020-12-28,3772402
PURE,2020-12-28,3733466
JPBX,2020-12-28,3726309
IATS,2020-12-28,3661321
MSRP,2020-12-28,3383669
LQNA,2020-12-28,2669200
ICBX,2020-12-28,2334361
BLKX,2020-12-28,2199790
ONEC,2020-12-28,2010081
CGXS,2020-12-28,1577751
BNPX,2020-12-28,1335515
CODA,2020-12-28,560306
BLUE,2020-12-28,510577
LQNT,2020-12-28,340900
LMNX,2020-12-28,147814
STFX,2020-12-28,7425
IEOS,2020-12-28,1649
UBSA,2021-01-04,36010782
INCR,2021-01-04,32840643
SGMT,2021-01-04,31954098
JPMX,2021-01-04,20287710
MSPL,2021-01-04,19731400
MLIX,2021-01-04,16370020
EBXL,2021-01-04,13635285
LATS,2021-01-04,10838164
BIDS,2021-01-04,7861305
KCGM,2021-01-04,7701787
MSTX,2021-01-04,7164500
XSTM,2021-01-04,5609693
ITGP,2021-01-04,3772402
PURE,2021-01-04,3733466
JPBX,2021-01-04,3726309
IATS,2021-01-04,3661321
MSRP,2021-01-04,3383669
LQNA,2021-01-04,2669200
ICBX,2021-01-04,2334361
BLKX,2021-01-04,2199790
ONEC,2021-01-04,2010081
CGXS,2021-01-04,1577751
BNPX,2021-01-04,1335515
CODA,2021-01-04,560306
BLUE,2021-01-04,510577
LQNT,2021-01-04,340900
LMNX,2021-01-04,147814
STFX,2021-01-04,7425
IEOS,2021-01-04,1649
UBSA,2021-01-11,36010782
INCR,2021-01-11,32840643
SGMT,2021-01-11,31954098
JPMX,2021-01-11,20287710
MSPL,2021-01-11,19731400
MLIX,2021-01-11,16370020
EBXL,2021-01-11,13635285
LATS,2021-01-11,10838164
BIDS,2021-01-11,7861305
KCGM,2021-01-11,7701787
MSTX,2021-01-11,7164500
XSTM,2021-01-11,5609693
ITGP,2021-01-11,3772402
PURE,2021-01-11,3733466
JPBX,2021-01-11,3726309
IATS,2021-01-11,3661321
MSRP,2021-01-11,3383669
LQNA,2021-01-11,2669200
ICBX,2021-01-11,2334361
BLKX,2021-01-11,2199790
ONEC,2021-01-11,2010081
CGXS,2021-01-11,1577751
BNPX,2021-01-11,1335515
CODA,2021-01-11,560306
BLUE,2021-01-11,510577
LQNT,2021-01-11,340900
LMNX,2021-01-11,147814
STFX,2021-01-11,7425
IEOS,2021-01-11,1649
UBSA,2021-01-18,36010782
INCR,2021-01-18,32840643
SGMT,2021-01-18,31954098
JPMX,2021-01-18,20287710
MSPL,2021-01-18,19731400
MLIX,2021-01-18,16370020
EBXL,2021-01-18,13635285
LATS,2021-01-18,10838164
BIDS,2021-01-18,7861305
KCGM,2021-01-18,7701787
MSTX,2021-01-18,7164500
XSTM,2021-01-18,5609693
ITGP,2021-01-18,3772402
PURE,2021-01-18,3733466
JPBX,2021-01-18,3726309
IATS,2021-01-18,3661321
MSRP,2021-01-18,3383669
LQNA,2021-01-18,2669200
ICBX,2021-01-18,2334361
BLKX,2021-01-18,2199790
ONEC,2021-01-18,2010081
CGXS,2021-01-18,1577751
BNPX,2021-01-18,1335515
CODA,2021-01-18,560306
BLUE,2021-01-18,510577
LQNT,2021-01-18,340900
LMNX,2021-01-18,147814
STFX,2021-01-18,7425
IEOS,2021-01-18,1649
UBSA,2021-01-25,36010782
INCR,2021-01-25,32840643
SGMT,2021-01-25,31954098
JPMX,2021-01-25,20287710
MSPL,2021-01-25,19731400
MLIX,2021-01-25,16370020
EBXL,2021-01-25,13635285
LATS,2021-01-25,10838164
BIDS,2021-01-25,7861305
KCGM,2021-01-25,7701787
MSTX,2021-01-25,7164500
XSTM,2021-01-25,5609693
ITGP,2021-01-25,3772402
PURE,2021-01-25,3733466
JPBX,2021-01-25,3726309
IATS,2021-01-25,3661321
MSRP,2021-01-25,3383669
LQNA,2021-01-25,2669200
ICBX,2021-01-25,2334361
BLKX,2021-01-25,2199790
ONEC,2021-01-25,2010081
CGXS,2021-01-25,1577751
BNPX,2021-01-25,1335515
CODA,2021-01-25,560306
BLUE,2021-01-25,510577
LQNT,2021-01-25,340900
LMNX,2021-01-25,147814
STFX,2021-01-25,7425
IEOS,2021-01-25,1649
UBSA,2021-02-01,36010782
INCR,2021-02-01,32840643
SGMT,2021-02-01,31954098
JPMX,2021-02-01,20287710
MSPL,2021-02-01,19731400
MLIX,2021-02-01,16370020
EBXL,2021-02-01,13635285
LATS,2021-02-01,10838164
BIDS,2021-02-01,7861305
KCGM,2021-02-01,7701787
MSTX,2021-02-01,7164500
XSTM,2021-02-01,5609693
ITGP,2021-02-01,3772402
PURE,2021-02-01,3733466
JPBX,2021-02-01,3726309
IATS,2021-02-01,3661321
MSRP,2021-02-01,3383669
LQNA,2021-02-01,2669200
ICBX,2021-02-01,2334361
BLKX,2021-02-01,2199790
ONEC,2021-02-01,2010081
CGXS,2021-02-01,1577751
BNPX,2021-02-01,1335515
CODA,2021-02-01,560306
BLUE,2021-02-01,510577
LQNT,2021-02-01,340900
LMNX,2021-02-01,147814
STFX,2021-02-01,7425
IEOS,2021-02-01,1649
UBSA,2021-02-08,36010782
INCR,2021-02-08,32840643
SGMT,2021-02-08,31954098
JPMX,2021-02-08,20287710
MSPL,2021-02-08,19731400
MLIX,2021-02-08,16370020
EBXL,2021-02-08,13635285
LATS,2021-02-08,10838164
BIDS,2021-02-08,7861305
KCGM,2021-02-08,7701787
MSTX,2021-02-08,7164500
XSTM,2021-02-08,5609693
ITGP,2021-02-08,3772402
PURE,2021-02-08,3733466
JPBX,2021-02-08,3726309
IATS,2021-02-08,3661321
MSRP,2021-02-08,3383669
LQNA,2021-02-08,2669200
ICBX,2021-02-08,2334361
BLKX,2021-02-08,2199790
ONEC,2021-02-08,2010081
CGXS,2021-02-08,1577751
BNPX,2021-02-08,1335515
CODA,2021-02-08,560306
BLUE,2021-02-08,510577
LQNT,2021-02-08,340900
LMNX,2021-02-08,147814
STFX,2021-02-08,7425
IEOS,2021-02-08,1649
UBSA,2021-02-15,36010782
INCR,2021-02-15,32840643
SGMT,2021-02-15,31954098
JPMX,2021-02-15,20287710
MSPL,2021-02-15,19731400
MLIX,2021-02-15,16370020
EBXL,2021-02-15,13635285
LATS,2021-02-15,10838164
BIDS,2021-02-15,7861305
KCGM,2021-02-15,7701787
MSTX,2021-02-15,7164500
XSTM,2021-02-15,5609693
ITGP,2021-02-15,3772402
PURE,2021-02-15,3733466
JPBX,2021-02-15,3726309
IATS,2021-02-15,3661321
MSRP,2021-02-15,3383669
LQNA,2021-02-15,2669200
ICBX,2021-02-15,2334361
BLKX,2021-02-15,2199790
ONEC,2021-02-15,2010081
CGXS,2021-02-15,1577751
BNPX,2021-02-15,1335515
CODA,2021-02-15,560306
BLUE,2021-02-15,510577
LQNT,2021-02-15,340900
LMNX,2021-02-15,147814
STFX,2021-02-15,7425
IEOS,2021-02-15,1649
UBSA,2021-02-22,36010782
INCR,2021-02-22,32840643
SGMT,2021-02-22,31954098
JPMX,2021-02-22,20287710
MSPL,2021-02-22,19731400
MLIX,2021-02-22,16370020
EBXL,2021-02-22,13635285
LATS,2021-02-22,10838164
BIDS,2021-02-22,7861305
KCGM,2021-02-22,7701787
MSTX,2021-02-22,7164500
XSTM,2021-02-22,5609693
ITGP,2021-02-22,3772402
PURE,2021-02-22,3733466
JPBX,2021-02-22,3726309
IATS,2021-02-22,3661321
MSRP,2021-02-22,3383669
LQNA,2021-02-22,2669200
ICBX,2021-02-22,2334361
BLKX,2021-02-22,2199790
ONEC,2021-02-22,2010081
CGXS,2021-02-22,1577751
BNPX,2021-02-22,1335515
CODA,2021-02-22,560306
BLUE,2021-02-22,510577
LQNT,2021-02-22,340900
LMNX,2021-02-22,147814
STFX,2021-02-22,7425
IEOS,2021-02-22,1649
UBSA,2021-03-01,36010782
INCR,2021-03-01,32840643
SGMT,2021-03-01,31954098
JPMX,2021-03-01,20287710
MSPL,2021-03-01,19731400
MLIX,2021-03-01,16370020
EBXL,2021-03-01,13635285
LATS,2021-03-01,10838164
BIDS,2021-03-01,7861305
KCGM,2021-03-01,7701787
MSTX,2021-03-01,7164500
XSTM,2021-03-01,5609693
ITGP,2021-03-01,3772402
PURE,2021-03-01,3733466
JPBX,2021-03-01,3726309
IATS,2021-03-01,3661321
MSRP,2021-03-01,3383669
LQNA,2021-03-01,2669200
ICBX,2021-03-01,2334361
BLKX,2021-03-01,2199790
ONEC,2021-03-01,2010081
CGXS,2021-03-01,1577751
BNPX,2021-03-01,1335515
CODA,2021-03-01,560306
BLUE,2021-03-01,510577
LQNT,2021-03-01,340900
LMNX,2021-03-01,147814
STFX,2021-03-01,7425
IEOS,2021-03-01,1649
UBSA,2021-03-08,36010782
INCR,2021-03-08,32840643
SGMT,2021-03-08,31954098
JPMX,2021-03-08,20287710
MSPL,2021-03-08,19731400
MLIX,2021-03-08,16370020
EBXL,2021-03-08,13635285
LATS,2021-03-08,10838164
BIDS,2021-03-08,7861305
KCGM,2021-03-08,7701787
MSTX,2021-03-08,7164500
XSTM,2021-03-08,5609693
ITGP,2021-03-08,3772402
PURE,2021-03-08,3733466
JPBX,2021-03-08,3726309
IATS,2021-03-08,3661321
MSRP,2021-03-08,3383669
LQNA,2021-03-08,2669200
ICBX,2021-03-08,2334361
BLKX,2021-03-08,2199790
ONEC,2021-03-08,2010081
CGXS,2021-03-08,1577751
BNPX,2021-03-08,1335515
CODA,2021-03-08,560306
BLUE,2021-03-08,510577
LQNT,2021-03-08,340900
LMNX,2021-03-08,147814
STFX,2021-03-08,7425
IEOS,2021-03-08,1649
UBSA,2021-03-15,36010782
INCR,2021-03-15,32840643
SGMT,2021-03-15,31954098
JPMX,2021-03-15,20287710
MSPL,2021-03-15,19731400
MLIX,2021-03-15,16370020
EBXL,2021-03-15,13635285
LATS,2021-03-15,10838164
BIDS,2021-03-15,7861305
KCGM,2021-03-15,7701787
MSTX,2021-03-15,7164500
XSTM,2021-03-15,5609693
ITGP,2021-03-15,3772402
PURE,2021-03-15,3733466
JPBX,2021-03-15,3726309
IATS,2021-03-15,3661321
MSRP,2021-03-15,3383669
LQNA,2021-03-15,2669200
ICBX,2021-03-15,2334361
BLKX,2021-03-15,2199790
ONEC,2021-03-15,2010081
CGXS,2021-03-15,1577751
BNPX,2021-03-15,1335515
CODA,2021-03-15,560306
BLUE,2021-03-15,510577
LQNT,2021-03-15,340900
LMNX,2021-03-15,147814
STFX,2021-03-15,7425
IEOS,2021-03-15,1649
UBSA,2021-03-22,36010782
INCR,2021-03-22,32840643
SGMT,2021-03-22,31954098
JPMX,2021-03-22,20287710
MSPL,2021-03-22,19731400
MLIX,2021-03-22,16370020
EBXL,2021-03-22,13635285
LATS,2021-03-22,10838164
BIDS,2021-03-22,7861305
KCGM,2021-03-22,7701787
MSTX,2021-03-22,7164500
XSTM,2021-03-22,5609693
ITGP,2021-03-22,3772402
PURE,2021-03-22,3733466
JPBX,2021-03-22,3726309
IATS,2021-03-22,3661321
MSRP,2021-03-22,3383669
LQNA,2021-03-22,2669200
ICBX,2021-03-22,2334361
BLKX,2021-03-22,2199790
ONEC,2021-03-22,2010081
CGXS,2021-03-22,1577751
BNPX,2021-03-22,1335515
CODA,2021-03-22,560306
BLUE,2021-03-22,510577
LQNT,2021-03-22,340900
LMNX,2021-03-22,147814
STFX,2021-03-22,7425
IEOS,2021-03-22,1649
UBSA,2021-03-29,36010782
INCR,2021-03-29,32840643
SGMT,2021-03-29,31954098
JPMX,2021-03-29,20287710
MSPL,2021-03-29,19731400
MLIX,2021-03-29,16370020
EBXL,2021-03-29,13635285
LATS,2021-03-29,10838164
BIDS,2021-03-29,7861305
KCGM,2021-03-29,7701787
MSTX,2021-03-29,7164500
XSTM,2021-03-29,5609693
ITGP,2021-03-29,3772402
PURE,2021-03-29,3733466
JPBX,2021-03-29,3726309
IATS,2021-03-29,3661321
MSRP,2021-03-29,3383669
LQNA,2021-03-29,2669200
ICBX,2021-03-29,2334361
BLKX,2021-03-29,2199790
ONEC,2021-03-29,2010081
CGXS,2021-03-29,1577751
BNPX,2021-03-29,1335515
CODA,2021-03-29,560306
BLUE,2021-03-29,510577
LQNT,2021-03-29,340900
LMNX,2021-03-29,147814
STFX,2021-03-29,7425
IEOS,2021-03-29,1649
UBSA,2021-04-05,36010782
INCR,2021-04-05,32840643
SGMT,2021-04-05,31954098
JPMX,2021-04-05,20287710
MSPL,2021-04-05,19731400
MLIX,2021-04-05,16370020
EBXL,2021-04-05,13635285
LATS,2021-04-05,10838164
BIDS,2021-04-05,7861305
KCGM,2021-04-05,7701787
MSTX,2021-04-05,7164500
XSTM,2021-04-05,5609693
ITGP,2021-04-05,3772402
PURE,2021-04-05,3733466
JPBX,2021-04-05,3726309
IATS,2021-04-05,3661321
MSRP,2021-04-05,3383669
LQNA,2021-04-05,2669200
ICBX,2021-04-05,2334361
BLKX,2021-04-05,2199790
ONEC,2021-04-05,2010081
CGXS,2021-04-05,1577751
BNPX,2021-04-05,1335515
CODA,2021-04-05,560306
BLUE,2021-04-05,510577
LQNT,2021-04-05,340900
LMNX,2021-04-05,147814
STFX,2021-04-05,7425
IEOS,2021-04-05,1649
UBSA,2021-04-12,36010782
INCR,2021-04-12,32840643
SGMT,2021-04-12,31954098
JPMX,2021-04-12,20287710
MSPL,2021-04-12,19731400
MLIX,2021-04-12,16370020
EBXL,2021-04-12,13635285
LATS,2021-04-12,10838164
BIDS,2021-04-12,7861305
KCGM,2021-04-12,7701787
MSTX,2021-04-12,7164500
XSTM,2021-04-12,5609693
ITGP,2021-04-12,3772402
PURE,2021-04-12,3733466
JPBX,2021-04-12,3726309
IATS,2021-04-12,3661321
MSRP,2021-04-12,3383669
LQNA,2021-04-12,2669200
ICBX,2021-04-12,2334361
BLKX,2021-04-12,2199790
ONEC,2021-04-12,2010081
CGXS,2021-04-12,1577751
BNPX,2021-04-12,1335515
CODA,2021-04-12,560306
BLUE,2021-04-12,510577
LQNT,2021-04-12,340900
LMNX,2021-04-12,147814
STFX,2021-04-12,7425
IEOS,2021-04-12,1649
UBSA,2021-04-19,36010782
INCR,2021-04-19,32840643
SGMT,2021-04-19,31954098
JPMX,2021-04-19,20287710
MSPL,2021-04-19,19731400
MLIX,2021-04-19,16370020
EBXL,2021-04-19,13635285
LATS,2021-04-19,10838164
BIDS,2021-04-19,7861305
KCGM,2021-04-19,7701787
MSTX,2021-04-19,7164500
XSTM,2021-04-19,5609693
ITGP,2021-04-19,3772402
PURE,2021-04-19,3733466
JPBX,2021-04-19,3726309
IATS,2021-04-19,3661321
MSRP,2021-04-19,3383669
LQNA,2021-04-19,2669200
ICBX,2021-04-19,2334361
BLKX,2021-04-19,2199790
ONEC,2021-04-19,2010081
CGXS,2021-04-19,1577751
BNPX,2021-04-19,1335515
CODA,2021-04-19,560306
BLUE,2021-04-19,510577
LQNT,2021-04-19,340900
LMNX,2021-04-19,147814
STFX,2021-04-19,7425
IEOS,2021-04-19,1649
UBSA,2021-04-26,36010782
INCR,2021-04-26,32840643
SGMT,2021-04-26,31954098
JPMX,2021-04-26,20287710
MSPL,2021-04-26,19731400
MLIX,2021-04-26,16370020
EBXL,2021-04-26,13635285
LATS,2021-04-26,10838164
BIDS,2021-04-26,7861305
KCGM,2021-04-26,7701787
MSTX,2021-04-26,7164500
XSTM,2021-04-26,5609693
ITGP,2021-04-26,3772402
PURE,2021-04-26,3733466
JPBX,2021-04-26,3726309
IATS,2021-04-26,3661321
MSRP,2021-04-26,3383669
LQNA,2021-04-26,2669200
ICBX,2021-04-26,2334361
BLKX,2021-04-26,2199790
ONEC,2021-04-26,2010081
CGXS,2021-04-26,1577751
BNPX,2021-04-26,1335515
CODA,2021-04-26,560306
BLUE,2021-04-26,510577
LQNT,2021-04-26,340900
LMNX,2021-04-26,147814
STFX,2021-04-26,7425
IEOS,2021-04-26,1649
UBSA,2021-05-03,36010782
INCR,2021-05-03,32840643
SGMT,2021-05-03,31954098
JPMX,2021-05-03,20287710
MSPL,2021-05-03,19731400
MLIX,2021-05-03,16370020
EBXL,2021-05-03,13635285
LATS,2021-05-03,10838164
BIDS,2021-05-03,7861305
KCGM,2021-05-03,7701787
MSTX,2021-05-03,7164500
XSTM,2021-05-03,5609693
ITGP,2021-05-03,3772402
PURE,2021-05-03,3733466
JPBX,2021-05-03,3726309
IATS,2021-05-03,3661321
MSRP,2021-05-03,3383669
LQNA,2021-05-03,2669200
ICBX,2021-05-03,2334361
BLKX,2021-05-03,2199790
ONEC,2021-05-03,2010081
CGXS,2021-05-03,1577751
BNPX,2021-05-03,1335515
CODA,2021-05-03,560306
BLUE,2021-05-03,510577
LQNT,2021-05-03,340900
LMNX,2021-05-03,147814
STFX,2021-05-03,7425
IEOS,2021-05-03,1649
UBSA,2021-05-10,36010782
INCR,2021-05-10,32840643
SGMT,2021-05-10,31954098
JPMX,2021-05-10,20287710
MSPL,2021-05-10,19731400
MLIX,2021-05-10,16370020
EBXL,2021-05-10,13635285
LATS,2021-05-10,10838164
BIDS,2021-05-10,7861305
KCGM,2021-05-10,7701787
MSTX,2021-05-10,7164500
XSTM,2021-05-10,5609693
ITGP,2021-05-10,3772402
PURE,2021-05-10,3733466
JPBX,2021-05-10,3726309
IATS,2021-05-10,3661321
MSRP,2021-05-10,3383669
LQNA,2021-05-10,2669200
ICBX,2021-05-10,2334361
BLKX,2021-05-10,2199790
ONEC,2021-05-10,2010081
CGXS,2021-05-10,1577751
BNPX,2021-05-10,1335515
CODA,2021-05-10,560306
BLUE,2021-05-10,510577
LQNT,2021-05-10,340900
LMNX,2021-05-10,147814
STFX,2021-05-10,7425
IEOS,2021-05-10,1649
UBSA,2021-05-17,36010782
INCR,2021-05-17,32840643
SGMT,2021-05-17,31954098
JPMX,2021-05-17,20287710
MSPL,2021-05-17,19731400
MLIX,2021-05-17,16370020
EBXL,2021-05-17,13635285
LATS,2021-05-17,10838164
BIDS,2021-05-17,7861305
KCGM,2021-05-17,7701787
MSTX,2021-05-17,7164500
XSTM,2021-05-17,5609693
ITGP,2021-05-17,3772402
PURE,2021-05-17,3733466
JPBX,2021-05-17,3726309
IATS,2021-05-17,3661321
MSRP,2021-05-17,3383669
LQNA,2021-05-17,2669200
ICBX,2021-05-17,2334361
BLKX,2021-05-17,2199790
ONEC,2021-05-17,2010081
CGXS,2021-05-17,1577751
BNPX,2021-05-17,1335515
CODA,2021-05-17,560306
BLUE,2021-05-17,510577
LQNT,2021-05-17,340900
LMNX,2021-05-17,147814
STFX,2021-05-17,7425
IEOS,2021-05-17,1649
UBSA,2021-05-24,36010782
INCR,2021-05-24,32840643
SGMT,2021-05-24,31954098
JPMX,2021-05-24,20287710
MSPL,2021-05-24,19731400
MLIX,2021-05-24,16370020
EBXL,2021-05-24,13635285
LATS,2021-05-24,10838164
BIDS,2021-05-24,7861305
KCGM,2021-05-24,7701787
MSTX,2021-05-24,7164500
XSTM,2021-05-24,5609693
ITGP,2021-05-24,3772402
PURE,2021-05-24,3733466
JPBX,2021-05-24,3726309
IATS,2021-05-24,3661321
MSRP,2021-05-24,3383669
LQNA,2021-05-24,2669200
ICBX,2021-05-24,2334361
BLKX,2021-05-24,2199790
ONEC,2021-05-24,2010081
CGXS,2021-05-24,1577751
BNPX,2021-05-24,1335515
CODA,2021-05-24,560306
BLUE,2021-05-24,510577
LQNT,2021-05-24,340900
LMNX,2021-05-24,147814
STFX,2021-05-24,7425
IEOS,2021-05-24,1649
UBSA,2021-05-31,36010782
INCR,2021-05-31,32840643
SGMT,2021-05-31,31954098
JPMX,2021-05-31,20287710
MSPL,2021-05-31,19731400
MLIX,2021-05-31,16370020
EBXL,2021-05-31,13635285
LATS,2021-05-31,10838164
BIDS,2021-05-31,7861305
KCGM,2021-05-31,7701787
MSTX,2021-05-31,7164500
XSTM,2021-05-31,5609693
ITGP,2021-05-31,3772402
PURE,2021-05-31,3733466
JPBX,2021-05-31,3726309
IATS,2021-05-31,3661321
MSRP,2021-05-31,3383669
LQNA,2021-05-31,2669200
ICBX,2021-05-31,2334361
BLKX,2021-05-31,2199790
ONEC,2021-05-31,2010081
CGXS,2021-05-31,1577751
BNPX,2021-05-31,1335515
CODA,2021-05-31,560306
BLUE,2021-05-31,510577
LQNT,2021-05-31,340900
LMNX,2021-05-31,147814
STFX,2021-05-31,7425
IEOS,2021-05-31,1649
UBSA,2021-06-07,36010782
INCR,2021-06-07,32840643
SGMT,2021-06-07,31954098
JPMX,2021-06-07,20287710
MSPL,2021-06-07,19731400
MLIX,2021-06-07,16370020
EBXL,2021-06-07,13635285
LATS,2021-06-07,10838164
BIDS,2021-06-07,7861305
KCGM,2021-06-07,7701787
MSTX,2021-06-07,7164500
XSTM,2021-06-07,5609693
ITGP,2021-06-07,3772402
PURE,2021-06-07,3733466
JPBX,2021-06-07,3726309
IATS,2021-06-07,3661321
MSRP,2021-06-07,3383669
LQNA,2021-06-07,2669200
ICBX,2021-06-07,2334361
BLKX,2021-06-07,2199790
ONEC,2021-06-07,2010081
CGXS,2021-06-07,1577751
BNPX,2021-06-07,1335515
CODA,2021-06-07,560306
BLUE,2021-06-07,510577
LQNT,2021-06-07,340900
LMNX,2021-06-07,147814
STFX,2021-06-07,7425
IEOS,2021-06-07,1649
UBSA,2021-06-14,36010782
INCR,2021-06-14,32840643
SGMT,2021-06-14,31954098
JPMX,2021-06-14,20287710
MSPL,2021-06-14,19731400
MLIX,2021-06-14,16370020
EBXL,2021-06-14,13635285
LATS,2021-06-14,10838164
BIDS,2021-06-14,7861305
KCGM,2021-06-14,7701787
MSTX,2021-06-14,7164500
XSTM,2021-06-14,5609693
ITGP,2021-06-14,3772402
PURE,2021-06-14,3733466
JPBX,2021-06-14,3726309
IATS,2021-06-14,3661321
MSRP,2021-06-14,3383669
LQNA,2021-06-14,2669200
ICBX,2021-06-14,2334361
BLKX,2021-06-14,2199790
ONEC,2021-06-14,2010081
CGXS,2021-06-14,1577751
BNPX,2021-06-14,1335515
CODA,2021-06-14,560306
BLUE,2021-06-14,510577
LQNT,2021-06-14,340900
LMNX,2021-06-14,147814
STFX,2021-06-14,7425
IEOS,2021-06-14,1649
UBSA,2021-06-21,36010782
INCR,2021-06-21,32840643
SGMT,2021-06-21,31954098
JPMX,2021-06-21,20287710
MSPL,2021-06-21,19731400
MLIX,2021-06-21,16370020
EBXL,2021-06-21,13635285
LATS,2021-06-21,10838164
BIDS,2021-06-21,7861305
KCGM,2021-06-21,7701787
MSTX,2021-06-21,7164500
XSTM,2021-06-21,5609693
ITGP,2021-06-21,3772402
PURE,2021-06-21,3733466
JPBX,2021-06-21,3726309
IATS,2021-06-21,3661321
MSRP,2021-06-21,3383669
LQNA,2021-06-21,2669200
ICBX,2021-06-21,2334361
BLKX,2021-06-21,2199790
ONEC,2021-06-21,2010081
CGXS,2021-06-21,1577751
BNPX,2021-06-21,1335515
CODA,2021-06-21,560306
BLUE,2021-06-21,510577
LQNT,2021-06-21,340900
LMNX,2021-06-21,147814
STFX,2021-06-21,7425
IEOS,2021-06-21,1649
UBSA,2021-06-28,36010782
INCR,2021-06-28,32840643
SGMT,2021-06-28,31954098
JPMX,2021-06-28,20287710
MSPL,2021-06-28,19731400
MLIX,2021-06-28,16370020
EBXL,2021-06-28,13635285
LATS,2021-06-28,10838164
BIDS,2021-06-28,7861305
KCGM,2021-06-28,7701787
MSTX,2021-06-28,7164500
XSTM,2021-06-28,5609693
ITGP,2021-06-28,3772402
PURE,2021-06-28,3733466
JPBX,2021-06-28,3726309
IATS,2021-06-28,3661321
MSRP,2021-06-28,3383669
LQNA,2021-06-28,2669200
ICBX,2021-06-28,2334361
BLKX,2021-06-28,2199790
ONEC,2021-06-28,2010081
CGXS,2021-06-28,1577751
BNPX,2021-06-28,1335515
CODA,2021-06-28,560306
BLUE,2021-06-28,510577
LQNT,2021-06-28,340900
LMNX,2021-06-28,147814
STFX,2021-06-28,7425
IEOS,2021-06-28,1649
UBSA,2021-07-05,36010782
INCR,2021-07-05,32840643
SGMT,2021-07-05,31954098
JPMX,2021-07-05,20287710
MSPL,2021-07-05,19731400
MLIX,2021-07-05,16370020
EBXL,2021-07-05,13635285
LATS,2021-07-05,10838164
BIDS,2021-07-05,7861305
KCGM,2021-07-05,7701787
MSTX,2021-07-05,7164500
XSTM,2021-07-05,5609693
ITGP,2021-07-05,3772402
PURE,2021-07-05,3733466
JPBX,2021-07-05,3726309
IATS,2021-07-05,3661321
MSRP,2021-07-05,3383669
LQNA,2021-07-05,2669200
ICBX,2021-07-05,2334361
BLKX,2021-07-05,2199790
ONEC,2021-07-05,2010081
CGXS,2021-07-05,1577751
BNPX,2021-07-05,1335515
CODA,2021-07-05,560306
BLUE,2021-07-05,510577
LQNT,2021-07-05,340900
LMNX,2021-07-05,147814
STFX,2021-07-05,7425
IEOS,2021-07-05,1649
UBSA,2021-07-12,36010782
INCR,2021-07-12,32840643
SGMT,2021-07-12,31954098
JPMX,2021-07-12,20287710
MSPL,2021-07-12,19731400
MLIX,2021-07-12,16370020
EBXL,2021-07-12,13635285
LATS,2021-07-12,10838164
BIDS,2021-07-12,7861305
KCGM,2021-07-12,7701787
MSTX,2021-07-12,7164500
XSTM,2021-07-12,5609693
ITGP,2021-07-12,3772402
PURE,2021-07-12,3733466
JPBX,2021-07-12,3726309
IATS,2021-07-12,3661321
MSRP,2021-07-12,3383669
LQNA,2021-07-12,2669200
ICBX,2021-07-12,2334361
BLKX,2021-07-12,2199790
ONEC,2021-07-12,2010081
CGXS,2021-07-12,1577751
BNPX,2021-07-12,1335515
CODA,2021-07-12,560306
BLUE,2021-07-12,510577
LQNT,2021-07-12,340900
LMNX,2021-07-12,147814
STFX,2021-07-12,7425
IEOS,2021-07-12,1649
UBSA,2021-07-19,36010782
INCR,2021-07-19,32840643
SGMT,2021-07-19,31954098
JPMX,2021-07-19,20287710
MSPL,2021-07-19,19731400
MLIX,2021-07-19,16370020
EBXL,2021-07-19,13635285
LATS,2021-07-19,10838164
BIDS,2021-07-19,7861305
KCGM,2021-07-19,7701787
MSTX,2021-07-19,7164500
XSTM,2021-07-19,5609693
ITGP,2021-07-19,3772402
PURE,2021-07-19,3733466
JPBX,2021-07-19,3726309
IATS,2021-07-19,3661321
MSRP,2021-07-19,3383669
LQNA,2021-07-19,2669200
ICBX,2021-07-19,2334361
BLKX,2021-07-19,2199790
ONEC,2021-07-19,2010081
CGXS,2021-07-19,1577751
BNPX,2021-07-19,1335515
CODA,2021-07-19,560306
BLUE,2021-07-19,510577
